72:13011	11622	4842	4116	11666	10829	6518	11589	8193	5824	9724	8277	5884	4462	11926	14897	2147	7616	14776	4352	12702	13242	11305	4737	5538	11763	1474	1038	10169	4012	5410	13907	3298	4906	810	283	4083	5829	11973	2549	11264	8860	11786	8213	1828	5082	5095	5036	5886	8998	
73:8235	12412	7761	14302	8005	11696	11845	5460	3746	4208	12952	1280	8479	4335	11896	13943	2041	2561	7220	9040	9157	6819	9128	14245	1848	13960	10681	3700	4288	7145	2101	9202	4470	11650	9523	8121	7051	9816	13755	6858	1722	8837	8385	5124	2337	2643	11716	763	14293	13014	
78:4860	2643	1965	14022	463	3127	11080	11716	5912	202	6358	5460	2101	4288	7145	4534	5893	2852	6720	7051	13943	314	2337	320	4397	1722	6011	7578	9323	7989	6774	4002	6819	9128	3089	5671	3301	11636	5275	13333	7401	6138	3700	4687	4933	5507	10681	9236	484	413	
83:7135	12158	6138	5742	5507	4534	4818	2842	7989	11982	8572	12893	10178	6330	5893	2282	1039	6196	10884	6782	2337	2643	10775	8385	9040	2168	4288	7145	2101	423	4397	7357	4759	7193	8209	7051	53	3301	226	413	8529	10541	355	11716	4573	5124	10092	6416	11696	14775	
84:7051	2337	2101	4288	7145	12391	11716	2643	6819	9128	3700	4534	4687	4860	4933	5507	5893	6138	9236	10681	3329	3576	4315	11982	13943	413	2626	8385	11696	14328	648	10178	11845	14775	5742	440	4208	6782	2968	5452	5074	66	3746	1977	7135	3089	5671	12412	2752	484	
86:9536	4470	6048	4687	13004	2184	5239	8157	11716	12803	10241	2586	292	13804	9128	1562	13841	7044	3377	6130	8319	267	7578	6808	5064	14054	7465	3673	3696	4854	8740	494	8049	8513	4860	6251	14938	967	8044	8382	13089	9986	14201	7145	648	3218	14715	7051	5519	9613	
90:1722	4066	9202	5370	547	5460	3163	9128	10889	6252	4288	5046	10732	12076	13091	13414	4002	11731	7321	8094	6819	10992	5833	5777	2643	13387	7532	186	5275	1254	763	9259	6308	5507	6138	2101	7145	2666	12653	1592	4691	7051	4528	9797	9040	2626	648	10178	2337	11716	
92:9483	5742	10396	3599	66	7145	3700	5981	10045	3243	2882	10385	6978	2101	4288	9236	4687	5507	8740	13960	2412	2159	1562	6100	114	6762	7051	13943	1826	298	1168	4690	2337	11716	2643	648	2626	8385	14328	8628	2637	6819	9128	4208	1977	3746	1254	6633	5893	4860	
96:5370	3268	13644	9369	1456	9647	13542	4659	3235	7989	11007	7051	2643	265	856	7321	11441	12801	3425	4288	7145	2101	4534	6138	10681	1203	9679	13943	10435	538	439	1692	2626	11696	2337	11716	1965	6819	9128	6118	7868	12412	484	3700	4687	4860	5893	9236	4933	5507	
97:3681	8652	12665	5188	14047	10038	8586	8382	6636	10629	11373	8015	201	13589	14573	13324	8456	8247	10351	9340	11149	6675	6834	9504	391	12544	6735	3272	1458	8927	11491	11786	10466	14002	10968	10151	5654	4968	601	9892	5190	2922	4751	5413	4839	12978	973	11415	989	5460	
99:5531	9816	14934	13076	8694	6819	8797	3746	4208	6014	1280	7051	11120	14239	1412	5128	11441	207	13398	13679	6138	5235	10001	3673	4722	12412	11716	14775	5913	6644	7145	4288	2101	10766	1928	1392	10088	9772	1754	4315	6483	6830	4687	6320	6454	7179	3651	11711	13209	2752	
101:66	5833	12501	11982	4860	3700	2101	4288	7145	12076	9077	8764	7051	2124	2626	1307	267	7578	2643	2337	11716	4351	10915	5074	5183	8209	11711	9128	6819	1846	10681	4687	9236	5507	4933	5893	6138	4534	1031	184	6330	6356	11272	463	6978	6858	13943	9040	1722	8909	
104:1039	3743	2282	9821	6013	13803	10402	8542	14949	7578	3696	10541	5668	13646	5688	9467	13076	1262	1592	6369	10822	1667	10288	463	4082	8385	5559	7133	3377	3576	2985	14250	7135	4933	3727	1060	12181	2337	4647	13367	14201	3867	6126	9219	3473	5742	75	6358	4288	7145	
105:6138	11716	648	4440	8127	4398	2626	3089	2473	4684	8481	314	2159	11696	10616	8909	3483	4687	14196	9159	6771	2666	10396	3298	2513	3329	3673	5705	12118	547	5971	4396	8081	3867	13834	2318	4191	4288	7145	2101	5002	8044	5681	420	2561	1947	13397	10818	7051	10148	
106:3811	1440	7370	2473	5073	11189	8508	3246	11441	10629	1664	12085	6709	13059	11170	11120	1498	14353	7783	11053	11503	1645	12980	2472	10396	2408	11716	8240	3377	8332	6978	10178	5597	1722	12213	12250	538	4503	8232	7470	5884	6138	1204	10038	12665	9231	10059	11896	2643	921	
109:4860	9202	3700	11982	6771	12391	484	547	2101	4288	7145	12076	7051	1722	6011	11696	2337	2643	11716	6939	5275	5460	3483	10092	921	2424	5370	4066	6819	9128	5833	6252	9031	12469	8797	752	4933	5507	9236	4687	5893	6138	10681	4534	3127	6454	13943	13004	2626	648	
110:7578	10288	8909	4315	10541	3700	4860	2101	4288	7145	463	11982	7051	2337	2643	11716	343	9128	6819	1280	14318	314	13004	1137	4933	9236	5507	4534	4687	5893	10681	6138	3377	11850	14353	13943	7670	5643	3576	2626	11696	12391	14328	8385	648	10178	5742	14775	11845	3599	
115:1722	5460	9202	878	4066	6902	5370	10088	3746	6252	12076	4288	2101	7145	8094	9040	7051	3378	2626	1254	11716	2337	2643	3057	10092	5074	8740	3425	11883	9128	6819	13091	547	9986	200	7578	5893	6138	4534	3700	4687	4860	5507	4933	9236	10681	3248	1826	8294	9157	
116:8294	4288	1754	4687	181	11033	423	12501	1722	14775	3378	11636	836	13249	11053	3746	6819	2282	3476	2842	1280	2752	9668	4933	7145	2101	8923	4518	13864	6593	14606	463	8008	7051	987	538	9040	4315	2861	5742	2337	11716	2643	1952	2882	10092	5671	9128	3246	2666	
123:10222	2991	3040	2883	10402	11819	6320	1589	361	3609	7887	786	275	14239	9201	12968	6944	9053	8362	5999	5893	379	12490	691	5805	10684	12819	3689	13990	3366	5452	5637	6483	5341	7116	7078	9076	8315	13646	1827	6247	13628	5012	8020	12282	184	1077	12740	6138	564	
127:8414	12520	14353	10915	10541	12195	9202	6782	14972	1967	2968	2337	14355	10006	12412	11441	6819	8572	1490	14328	13362	2586	1494	4288	7145	2101	5893	13730	3389	2194	7051	9513	817	14217	2643	11716	513	5742	1754	14964	9665	9323	942	9219	6121	2521	9128	4208	3746	5671	
130:2101	9236	14149	13004	2643	8740	8425	391	4288	7145	1977	10629	7051	2626	11716	2337	3089	6819	9128	8725	3378	5893	4534	3700	10681	6138	4687	4860	4933	5507	5705	6356	8481	538	11982	13943	1692	14607	8385	14328	10178	12391	648	11696	5742	14775	11845	12858	4659	817	
134:66	46	5981	1031	267	5833	1508	2409	4127	8764	14630	9323	14493	4968	9077	7072	6969	11711	821	6808	1299	7980	5424	2337	12501	8209	14191	6819	12215	2508	8529	10681	2752	10917	14755	8148	14606	3673	5183	3329	4266	3306	6356	6858	8021	5836	14934	10915	2101	4288	
135:6967	1467	7759	1409	11169	11762	3474	2209	4153	8779	9006	7646	199	8322	13863	11903	3727	7833	3348	1551	10551	1456	1955	11308	8355	10810	11588	13355	12833	4163	9177	6808	3746	7612	9449	10632	11699	12779	10169	9159	945	9862	10818	10064	3935	3329	9031	4288	13616	7805	
137:4933	5460	4860	13943	12469	12391	7821	5957	2101	4288	7145	5507	2662	2889	3350	413	3378	1501	10992	7051	1914	10766	1826	391	8880	6330	13386	2337	2643	11716	14328	4315	9162	9159	11883	4305	6819	9128	4208	6782	10092	13014	3483	3057	14061	10023	11247	13500	6218	7357	
139:11716	6138	3698	2473	8081	3298	2513	5833	186	2852	4857	726	7532	8127	9202	5460	14196	13695	4593	9159	2666	10396	4066	463	9266	3591	1846	14328	4258	1722	5370	1518	11596	7933	369	5074	66	4620	2101	7145	4288	1941	2561	1724	10148	14493	370	7051	11357	8529	
144:11761	10664	361	6118	8665	511	2288	8758	8361	5957	6826	8932	9094	11067	3528	14023	3329	6882	8026	879	8778	10818	10673	1967	6737	9598	6441	13812	9064	10681	6838	6808	3248	2424	14157	226	2931	11199	1952	8031	10058	8941	2922	107	7843	13684	7297	1557	6691	14213	
145:1494	6819	901	12125	7900	8	4955	2342	935	3444	8459	10006	2178	1277	1664	2016	320	8348	5937	11170	3057	7145	4146	1129	3712	207	10562	9350	14775	3776	3740	28	32	8331	2968	5279	1981	2101	4288	10681	3464	786	13965	1739	5046	547	7051	7901	5981	14353	
147:8923	6535	4975	3184	4288	10038	2752	5074	8740	4305	6638	4687	5671	9564	6902	298	648	10178	5737	423	9421	3378	3246	11883	4246	1754	4315	2178	1914	8317	11033	7039	3057	5460	14245	9162	2643	14977	8044	3149	183	6308	2861	2101	7145	6252	1557	12391	11696	8664	
150:8909	8481	1592	53	2626	12391	648	8232	4720	5507	4687	10038	1452	6252	1967	4191	55	11716	14328	9505	6218	12195	13397	1722	13679	6819	4818	320	6542	6782	4288	7145	2101	11714	14972	3149	7051	1137	2889	11246	11441	10541	11982	10045	7135	10667	918	10309	2337	2643	
151:13280	798	4759	13949	768	3652	7863	1820	7693	1592	2168	10315	7190	452	13133	5230	3816	8834	2897	8411	4588	6606	4002	4328	5884	13641	1227	9219	1838	4770	12338	836	6978	4208	6003	4813	1683	2680	2412	9278	2648	5229	651	12198	1547	2126	6011	13043	7173	2968	
153:13398	2641	13695	726	2743	943	8740	3198	11810	9564	11883	13943	5983	2666	12105	7435	1758	4593	11716	3378	612	807	5460	3057	9128	4288	6138	4857	146	13590	3184	6902	10396	6771	1556	14398	1977	1603	8331	5257	12385	2513	4850	10815	2473	11932	9986	5478	13582	243	
155:413	53	1204	8321	12181	12391	11488	4444	2782	13860	10039	7773	7145	4915	10886	2408	13340	6438	8594	10776	6541	857	14723	6453	10758	3520	13556	75	9853	3419	12406	7345	2834	11391	5937	2460	7826	12790	6782	2991	7485	14621	7135	9065	13155	11247	351	5732	12158	11067	
157:13958	13107	5049	401	1067	3766	10008	8001	3888	11840	7629	13	1030	4180	12760	3113	7453	4992	8144	4019	3667	12036	9065	3309	9235	2418	1700	6046	9425	12349	4496	3170	7489	2476	5457	920	3631	10729	14832	6442	9159	273	3404	2842	14801	643	1687	8400	406	1711	
158:9202	4066	10681	5370	1722	1754	10541	14775	7532	2337	5460	5833	6252	13091	12076	2101	7145	4288	4002	1724	3163	7051	7578	2643	11716	9505	5671	7135	13960	9128	6819	413	547	2752	3700	9236	5893	4534	6138	4687	4860	5507	4933	184	3483	463	14353	11731	11982	13943	
160:1722	2666	2412	2785	4288	7145	2101	13943	7051	5742	6638	2643	2337	11716	9505	5452	6819	9128	10884	8148	6138	4534	5893	4860	3700	4687	5507	10681	9236	4933	3651	3329	5886	11982	4315	2852	547	10351	12391	2626	11696	11845	8385	14775	648	14328	10178	10309	1592	6978	
162:7135	4818	11502	7039	2752	107	5742	4286	3377	9907	6442	14353	44	5284	3856	987	5507	6138	10975	50	13990	11478	9157	6121	9640	2178	7190	2265	5074	12158	8572	8758	567	11909	4687	8127	8955	9996	10092	2282	3464	2337	6858	2842	3134	7047	9877	5981	8317	2101	
164:4163	1572	3746	4288	1739	9128	12501	13398	7543	4933	2101	7145	13337	13089	11122	7051	10917	10178	14775	14328	2643	2337	11716	11198	3681	1494	1039	2968	6782	6819	11441	5864	3425	4627	12784	3700	4534	4860	5507	6138	5893	10681	9236	4687	3740	856	7980	3329	5981	5275	
166:10523	1210	10298	9782	1168	8944	10241	14775	12198	5037	6218	11096	5748	440	12523	6805	1694	6194	1722	2931	7218	7514	11245	10008	9613	8488	4484	9606	2101	4288	7145	14165	6116	8965	13860	10088	13353	7051	7136	11845	14328	2626	2643	11716	2337	5866	3483	13014	12406	4618	
170:2643	8086	7133	8774	13323	10681	2265	3329	14225	2337	6858	10917	10703	9168	1137	6638	1039	13943	1846	313	12195	4288	2101	7145	8740	4428	11932	4277	7051	7980	6330	4208	14333	547	6674	11852	4818	11716	12501	3576	1967	9323	3464	1645	6709	6819	9128	3599	6782	66	
171:511	66	132	12725	12434	8332	9177	4454	5818	3528	14243	3106	10296	1551	1383	5470	14073	4291	11696	5735	6685	9843	10855	4153	816	5442	2680	11711	3970	1592	6832	12419	8267	6782	14911	10810	9179	13998	10036	2198	12276	10324	3681	2968	4288	914	7136	8420	7645	8941	
173:5519	1744	5301	1943	3740	9276	7145	6077	5893	10178	4153	9128	14093	8572	4860	9323	8317	14972	786	2643	14775	9679	14511	3712	11835	5671	2101	4288	3057	4534	4933	3700	11714	1592	184	7051	10236	2513	1254	2337	11716	2689	648	12391	2626	14328	207	13004	2919	6819	
174:8029	9081	6978	5239	9323	3681	8529	4528	9219	114	4689	11414	6485	8508	8232	11283	870	1928	967	14328	11772	14715	10324	4460	13912	12031	6223	6483	14977	1155	2101	4288	7145	9276	3184	5981	7051	7919	4073	6251	10689	12353	4726	14285	5110	11716	2337	2643	1965	1778	
177:8040	11674	6747	10806	10602	7849	7155	5865	7041	7612	6997	8424	10796	2453	11737	7757	12833	7404	3816	11200	5898	6772	4821	6169	8853	8951	4722	571	2471	10934	6898	14579	3753	11903	512	3912	1377	4730	10843	7508	8818	4113	9265	12779	10684	14755	7552	7646	7977	13593	
179:3673	4860	11247	5438	9536	3441	9986	963	7647	6808	1562	8008	11766	6251	11716	9168	13004	5911	10975	267	1952	4153	25	10241	8513	2101	7145	4288	1893	10681	4687	6138	2985	12803	8382	7051	8015	226	13943	298	11478	7290	3691	320	2643	2337	14328	5742	14775	7465	
182:648	4534	10541	413	3673	1754	2643	6330	6782	11441	13960	2752	9236	10681	2101	4288	7145	10309	7051	10915	12391	5742	2337	11716	1965	14972	1494	1572	4208	6819	9128	11883	484	13251	3700	4687	4860	4933	5893	6138	5507	1967	2412	3740	11766	2507	13943	11982	5732	1722	
185:11622	4784	5968	6819	2101	1280	10907	4443	2645	10370	2752	9236	13247	1632	1494	1518	14328	7135	7017	4288	7145	484	10681	4534	999	8015	8955	7051	10664	9219	13516	8121	3776	4315	9647	1722	2337	2643	11716	11845	648	14775	11170	1664	6398	6709	75	14093	3057	5884	
188:8386	1299	816	7465	2666	494	8382	6638	66	5064	9179	3696	267	1722	7135	5074	7145	7868	7051	5862	3614	7679	3673	2643	1562	3127	13318	1846	10487	9536	13004	7290	12501	10454	1977	4288	2101	3425	8209	2658	4640	3856	25	4534	5507	6138	12276	2434	8779	8513	
192:4379	13556	11973	5036	5275	3483	1563	7145	14775	12391	8247	10917	11963	75	7135	4860	5507	11502	423	8490	2882	5884	484	2968	10766	4784	8121	14285	9031	4288	2101	2626	9915	5886	4955	1508	7051	8049	12501	6138	9236	9536	2159	4083	10006	1572	10092	14293	11982	6404	
193:4153	2852	10915	14328	8930	10440	10818	9219	12391	3601	9036	25	10624	8572	11246	3419	2101	7145	4288	5507	4860	413	11170	7051	3127	440	9276	6077	5732	2643	2337	11716	2626	7017	1137	4309	6819	9128	4208	3746	5074	5971	7873	10703	6398	3246	9031	2889	4687	4933	
194:11963	7989	2643	107	5937	5957	4933	10681	2101	4288	7145	1846	10373	7051	3651	4083	14775	11716	2337	11198	3760	4266	10766	3419	5074	4208	8481	6819	9128	9031	2752	484	10818	5818	6720	10917	11129	4534	6138	5893	5507	3700	4860	4687	9236	1965	3329	298	11982	13943	
196:5519	8461	6819	5633	4691	6720	4523	4288	5507	9031	4730	1592	2643	4456	2626	5742	3281	23	3089	5074	298	2101	7145	7755	4687	4534	10818	8479	4477	7051	547	13897	2689	5671	1731	11716	2337	11696	14328	12199	6827	6771	9219	494	3912	9128	2282	11080	6953	987	
197:94	12870	8923	2289	2861	6535	4288	4246	343	2882	11495	4687	4479	2337	12275	1948	1754	967	1914	423	8959	6021	14718	1903	8316	11709	5484	8740	6644	10038	14245	8054	10624	12501	4315	125	9658	13063	3550	6167	900	9421	13864	1028	1445	5705	181	8664	14302	7269	
204:14142	14752	9286	13243	13765	14529	6785	695	6605	11810	13091	9749	327	7583	430	8089	9451	3198	12009	10716	1887	12591	13233	1344	4538	11925	10019	3850	5103	8005	10251	11374	4973	12198	3612	7299	12396	9438	11098	11066	7019	13504	6028	7107	1977	9051	6957	4027	9618	8163	
206:3816	10420	7428	14438	6678	5251	7532	4398	11696	10681	8904	10891	8595	6048	821	292	11699	6001	2643	4484	2848	7263	10897	14774	5323	13251	11762	3867	6309	1254	11402	6967	12446	10913	3520	5505	8618	5137	3134	12600	2858	12518	8189	8898	12719	14632	6675	13509	10776	12645	
210:13764	1712	3702	4335	2279	11569	8880	13943	11650	2867	6179	14061	763	278	5641	7465	14168	1391	13014	5460	4580	3529	9082	11982	4497	620	9986	4351	13677	628	3735	3311	13302	14243	8139	2696	8901	5937	1359	1726	963	14201	14212	13095	14472	5981	6416	9804	5996	4666	
212:9202	1494	383	5141	8572	9665	14255	11845	14775	7135	13965	2658	12412	6819	7465	3614	1562	10089	11579	3576	5862	3740	13943	2101	4288	7145	4955	6138	3700	1572	7051	440	271	397	6252	786	2643	11716	2337	6720	463	1416	5438	648	14328	349	207	9128	14149	3712	
213:2882	7051	9219	2752	5893	5507	2101	4288	7145	620	10629	3378	14328	1965	2337	2643	11716	14606	463	5452	9128	6819	2666	2842	7578	10681	4534	4687	4860	4933	6138	9236	3700	12076	7392	8481	11982	13943	8288	6011	1722	4315	12198	10396	9782	8385	12391	11845	648	2626	
214:11053	7357	5519	5275	14093	6138	9036	11835	11595	1254	9040	13323	10178	5301	8684	4537	14972	184	3393	8317	3377	13530	3208	2513	5598	10834	13020	7821	1392	2358	4580	4288	2195	9128	2842	5732	7762	12620	11781	10092	6649	3760	11357	3378	11716	1185	12010	13542	6077	4470	
217:13289	4690	5343	9483	11709	3395	4220	8954	1022	942	8628	9416	11600	5235	3599	3248	1359	5845	6633	355	5769	2280	11968	13133	5671	5165	11337	495	9317	14673	978	1168	7612	6762	327	11010	1254	2083	13015	14964	12763	10002	14355	7772	7990	6757	12026	6247	3681	1199	
220:13076	13646	9772	11120	13398	1280	207	11169	8694	271	10069	9927	10766	2775	6077	4813	3651	11932	1731	3902	2513	11441	1262	13195	6970	5643	14607	1372	5235	13943	5283	13304	12587	2825	14943	9782	13500	4288	7145	2101	8119	14934	7098	7051	6902	1722	6011	3576	14225	6014	
224:6819	114	12125	935	10006	1277	1494	3444	13960	5046	66	7145	4288	413	8232	2342	1664	5981	4955	648	3740	4309	2101	3700	4534	5507	4687	10681	8740	7051	2178	3063	11982	8481	1592	1826	2643	2337	11716	14775	12391	2626	1722	4642	7348	2037	10385	9128	2968	4208	
225:14353	13582	6860	6252	12095	4585	5893	4931	3765	3954	7135	6964	13755	2586	7376	13529	2337	11418	7116	1302	8127	10391	14696	3389	7966	5560	10220	14755	8740	1048	3464	14949	11512	55	3057	5669	12784	4401	648	12400	4484	7578	5452	4860	10515	13277	5643	3966	13014	1200	
228:7051	13323	11716	4687	2101	7145	4288	7220	13515	9668	3378	2643	2337	6301	4351	1185	6819	9128	8508	12412	5893	6138	4534	3700	4860	4933	5507	9236	10681	8758	2627	207	6674	6593	3329	3673	11982	13943	6902	5196	4315	8909	9040	6011	7348	9782	648	12391	5742	8385	
229:6168	2681	2950	8235	3903	10027	1478	10499	8005	7761	12816	8479	11896	2561	11696	11845	5196	8020	6844	2041	9157	12412	1280	5	14616	184	11513	2914	131	12952	9040	11883	5124	3391	1079	2101	8740	13960	7215	4470	6819	13020	12202	496	7485	9523	3365	8121	11246	85	
230:9449	6048	5705	11393	11973	14606	14285	10917	8371	2184	3700	10681	8303	8385	2494	4288	1948	3599	14775	3312	5370	1754	9782	2882	5884	349	4687	75	10803	2842	9159	8529	3601	5611	7761	10758	10766	2561	10178	12391	11696	11080	8054	8909	9040	423	8490	14305	13542	7145	
233:5507	5460	8081	1692	2914	11716	2643	2337	9219	9128	3599	4288	7145	2101	11852	6138	4860	1455	1280	12412	2513	7348	7220	7051	2775	6593	2282	11234	14328	5196	6011	8288	13323	6819	6515	2968	5452	4975	14217	3700	4534	4687	5893	9236	10681	4933	11136	2842	11441	9202	
235:9077	14630	8764	1299	66	5424	267	10770	5183	46	2101	3070	1031	14149	4498	11711	12501	6808	5878	9236	7805	292	12215	6356	2508	3673	2409	9159	11321	8382	14493	7051	752	4687	1846	8513	5740	10915	9419	5235	3306	4396	8209	2820	5114	6011	114	79	456	4351	
236:66	8386	2101	5818	13004	132	8332	1977	6685	7290	648	8764	14630	267	11711	8420	4933	5507	9236	4288	7145	1592	12419	3673	13943	7051	3089	3154	8941	1299	1383	2626	14328	2337	2643	11716	4153	1562	14149	4291	1039	5884	6819	9128	298	494	9536	13960	8529	12725	
238:4494	9736	5938	735	14188	8205	13188	11648	9695	2750	11782	9827	1090	5869	4713	4750	11052	12129	9757	6985	4174	2614	6209	14487	1686	9692	9797	9655	4850	7037	3104	12922	14093	9763	4594	4057	795	2430	9338	8990	7881	12845	10987	5475	13219	1996	11790	3698	14266	875	
250:10309	5742	10241	2643	9276	2968	10681	5507	2101	7145	4288	1739	8008	5981	7051	1722	12391	2626	5251	2337	11716	5452	6819	9128	8205	12406	2752	484	4534	5893	6138	9236	3700	4687	4860	4933	12076	3377	12518	14606	1168	9228	11415	13943	11982	8361	14165	5519	9878	6969	
251:3268	14104	13542	5370	9369	1456	7147	13381	3614	5671	5732	3235	9323	10067	4499	5981	11696	6969	1091	5074	6782	66	11441	13644	2101	4288	7145	8951	4860	2752	8317	10133	1203	14755	9679	7051	14606	6513	1508	5165	6271	2643	2337	11716	6011	8385	11896	2412	265	4396	
252:6138	4381	5074	2889	9065	10351	2472	5884	55	6330	10818	413	9236	2101	4288	7145	10396	8382	10884	10766	8481	7051	6902	14328	10178	1137	4642	2337	2643	11716	9668	2	10092	5971	5716	6782	10288	6819	9128	11441	13367	6483	10541	11711	4534	5893	4933	5507	10681	3700	
