2	7	0	3	1	6	4	5	73	9	10	8	15	18	22	23	16	19	12	11	0.15	0.75	0.24999999999999997
0	1	6	2	71	3	5	4	7	9	10	8	15	121	17	11	22	16	19	14	0.05	1.0	0.09523809523809523
0	2	18	1	7	13	6	5	11	3	10	8	9	4	15	22	24	67	37	16	0.05	1.0	0.09523809523809523
1	2	0	10	9	6	37	74	3	17	8	5	21	7	15	4	11	225	233	12	0.1	0.6666666666666666	0.1739130434782609
18	2	7	0	11	13	1	24	6	3	15	5	8	4	10	67	22	40	61	9	0.05	0.5	0.09090909090909091
0	1	6	35	9	26	2	7	30	21	3	22	10	32	42	14	53	8	69	40	0.1	0.6666666666666666	0.1739130434782609
4	3	0	2	1	9	6	10	17	5	7	23	8	71	15	14	16	11	117	22	0.05	1.0	0.09523809523809523
0	1	6	9	3	2	19	10	69	11	4	15	7	13	5	8	27	30	76	54	0.05	1.0	0.09523809523809523
6	4	0	3	5	1	2	7	19	16	25	8	12	10	9	15	31	14	11	22	0.1	0.5	0.16666666666666669
4	3	0	2	6	1	7	5	9	10	12	19	8	16	11	15	13	23	17	26	0.05	0.5	0.09090909090909091
8	0	1	2	3	6	9	5	7	10	4	11	15	25	17	18	24	22	13	41	0.05	0.5	0.09090909090909091
5	0	6	78	2	1	4	3	48	9	10	8	25	36	15	7	33	12	49	123	0.1	1.0	0.18181818181818182
0	1	2	6	10	9	8	3	5	7	4	15	74	17	33	21	49	14	25	20	0.0	0.0	0.0
0	1	2	6	7	3	40	4	45	8	5	10	9	15	21	11	22	12	16	35	0.05	0.5	0.09090909090909091
4	12	2	7	3	16	147	0	11	6	13	1	15	5	22	18	57	10	136	23	0.05	1.0	0.09523809523809523
3	4	0	2	16	12	54	1	7	19	23	9	10	6	42	8	22	5	15	135	0.05	1.0	0.09523809523809523
4	3	7	2	16	12	6	0	23	5	15	1	19	56	22	73	10	31	9	27	0.0	0.0	0.0
0	6	1	5	8	7	71	15	3	2	9	10	25	19	4	56	22	47	31	133	0.05	0.5	0.09090909090909091
0	1	7	2	6	18	8	9	10	3	5	11	15	35	13	4	21	19	74	14	0.05	1.0	0.09523809523809523
1	0	6	2	3	8	9	5	10	4	163	7	17	15	86	11	79	41	25	20	0.05	0.3333333333333333	0.08695652173913045
11	0	4	2	13	3	1	6	7	12	5	16	10	9	18	15	26	8	19	24	0.05	0.3333333333333333	0.08695652173913045
40	45	71	0	1	7	2	6	3	5	8	121	9	10	4	15	41	251	347	11	0.1	1.0	0.18181818181818182
16	0	4	7	6	1	2	3	45	5	8	33	49	41	59	15	21	10	9	22	0.1	1.0	0.18181818181818182
2	32	4	3	0	1	9	6	5	10	17	14	7	11	15	13	8	23	131	50	0.15	1.0	0.2608695652173913
0	2	1	11	3	24	6	10	5	8	18	15	9	7	13	4	93	22	16	19	0.1	1.0	0.18181818181818182
0	4	1	9	2	6	10	3	16	8	7	15	5	12	100	14	11	75	50	27	0.0	0.0	0.0
4	15	3	6	7	2	0	5	1	227	40	8	9	12	144	10	62	23	19	16	0.15	1.0	0.2608695652173913
5	6	0	1	2	3	4	7	15	10	9	8	11	13	45	16	12	27	17	22	0.0	0.0	0.0
25	1	0	2	10	8	9	6	3	74	7	5	204	17	31	21	4	15	49	19	0.05	0.5	0.09090909090909091
39	0	33	2	4	1	9	6	49	59	3	8	5	10	7	12	19	15	57	17	0.05	1.0	0.09523809523809523
1	7	45	0	2	6	8	3	10	41	5	48	11	15	9	133	4	40	13	22	0.05	1.0	0.09523809523809523
7	3	2	4	0	15	1	6	12	16	22	23	5	56	11	27	10	9	8	111	0.05	1.0	0.09523809523809523
9	0	1	17	4	6	3	5	2	10	11	36	14	7	8	33	66	15	49	13	0.05	0.5	0.09090909090909091
4	3	2	0	1	9	26	10	6	12	7	23	16	17	5	54	14	21	27	15	0.1	1.0	0.18181818181818182
1	3	10	0	2	7	6	4	9	8	5	45	15	20	17	41	22	11	26	12	0.1	0.6666666666666666	0.1739130434782609
2	1	10	3	0	6	4	74	9	7	5	15	21	8	17	90	55	25	225	27	0.05	1.0	0.09523809523809523
1	0	2	10	9	6	3	17	5	8	4	15	7	11	13	25	20	34	14	29	0.05	1.0	0.09523809523809523
7	2	18	0	1	113	6	3	10	8	5	105	15	40	23	9	11	165	142	67	0.0	0.0	0.0
7	2	3	18	4	1	0	6	5	16	27	12	8	11	15	10	23	22	62	67	0.1	0.6666666666666666	0.1739130434782609
0	6	1	5	7	8	2	3	15	9	10	45	4	19	11	40	22	25	23	18	0.1	1.0	0.18181818181818182
7	0	19	1	2	18	8	6	3	5	4	9	10	31	11	15	38	176	25	13	0.05	1.0	0.09523809523809523
13	11	18	2	4	0	7	15	3	6	24	42	12	1	9	68	5	61	58	10	0.05	0.5	0.09090909090909091
1	0	2	6	10	9	3	33	7	4	8	5	49	74	59	39	16	17	15	19	0.05	1.0	0.09523809523809523
1	0	2	308	5	8	3	10	9	15	6	11	41	4	24	21	7	255	22	17	0.1	1.0	0.18181818181818182
0	1	4	2	3	6	9	10	5	7	8	17	15	16	14	11	12	23	13	19	0.0	0.0	0.0
4	2	3	0	13	6	11	1	7	12	15	5	9	10	57	136	191	16	18	19	0.1	1.0	0.18181818181818182
0	57	7	2	4	31	3	8	6	19	5	27	1	15	12	22	124	11	10	9	0.1	1.0	0.18181818181818182
0	1	3	6	2	9	4	5	10	7	17	8	14	15	20	19	12	23	16	22	0.1	1.0	0.18181818181818182
3	4	2	0	1	9	6	10	5	7	11	13	8	23	17	15	16	54	22	26	0.05	1.0	0.09523809523809523
0	7	2	6	3	4	1	5	19	11	24	8	9	10	15	31	18	13	22	16	0.1	1.0	0.18181818181818182
0	1	2	3	4	6	9	10	5	7	21	12	8	17	15	16	14	11	19	20	0.1	0.5	0.16666666666666669
3	4	2	1	0	211	7	9	318	23	10	366	5	6	36	33	256	15	39	217	0.1	1.0	0.18181818181818182
2	0	1	6	3	7	5	4	9	8	10	15	11	19	78	17	13	22	31	16	0.05	0.5	0.09090909090909091
0	1	2	6	3	10	5	4	9	8	15	11	7	16	25	17	81	12	18	13	0.05	1.0	0.09523809523809523
0	2	6	7	25	11	1	5	15	8	3	13	4	18	10	19	27	24	31	22	0.05	0.3333333333333333	0.08695652173913045
0	2	4	3	1	6	9	7	5	10	113	15	8	12	17	16	11	19	13	14	0.05	1.0	0.09523809523809523
0	1	6	2	9	3	10	7	5	4	40	8	25	15	17	19	14	45	35	11	0.05	0.3333333333333333	0.08695652173913045
4	16	0	2	1	6	7	3	12	21	9	11	13	26	15	32	5	10	35	14	0.05	0.3333333333333333	0.08695652173913045
0	1	3	4	6	2	25	9	8	10	7	5	15	17	19	11	40	21	27	23	0.05	0.3333333333333333	0.08695652173913045
