0	8	1	45	7	5	6	2	3	40	4	9	10	11	13	15	41	16	22	33	0.1	1.0	0.18181818181818182
10	11	0	2	1	3	9	6	4	5	8	7	15	27	17	13	16	20	19	22	0.1	0.6666666666666666	0.1739130434782609
0	1	6	2	5	9	3	4	10	8	7	11	15	13	17	14	16	18	19	22	0.05	0.2	0.08000000000000002
0	8	1	2	3	4	6	9	10	5	25	7	15	16	11	13	17	19	12	18	0.15	1.0	0.2608695652173913
40	18	7	2	0	1	13	6	8	3	11	9	10	5	4	67	45	15	61	19	0.15	1.0	0.2608695652173913
10	2	1	0	4	3	6	9	20	5	15	8	11	7	13	17	12	16	18	24	0.0	0.0	0.0
4	3	2	0	11	1	13	18	10	7	6	5	24	9	8	15	12	16	22	120	0.1	1.0	0.18181818181818182
0	1	6	2	7	5	3	8	15	4	10	9	18	11	19	22	25	27	56	47	0.05	0.3333333333333333	0.08695652173913045
1	0	2	6	3	5	9	10	8	4	15	7	39	11	13	16	18	17	22	24	0.05	1.0	0.09523809523809523
2	0	1	4	3	12	6	10	5	9	7	16	8	11	15	13	17	26	18	22	0.05	1.0	0.09523809523809523
11	13	0	2	1	18	4	3	6	9	5	7	10	24	8	16	12	15	120	147	0.0	0.0	0.0
8	0	1	6	2	3	9	25	5	10	4	7	15	11	17	19	18	13	16	20	0.0	0.0	0.0
0	1	3	2	6	9	10	4	7	5	8	11	14	15	19	22	13	53	173	17	0.05	0.5	0.09090909090909091
0	1	2	6	3	5	9	4	10	8	7	11	13	18	24	23	15	21	14	17	0.05	1.0	0.09523809523809523
0	2	1	11	3	8	4	6	13	5	9	7	10	24	18	15	16	17	22	12	0.15	0.5	0.23076923076923075
2	0	1	3	18	7	6	4	9	5	11	10	13	8	15	24	16	17	22	67	0.05	1.0	0.09523809523809523
0	1	2	6	3	9	5	4	8	10	7	47	11	15	13	45	18	24	40	16	0.05	1.0	0.09523809523809523
4	3	2	0	1	6	7	16	12	9	5	10	11	15	8	13	23	17	22	21	0.15	0.75	0.24999999999999997
0	10	1	2	9	6	3	4	5	17	11	13	7	8	32	42	15	16	14	18	0.15	0.75	0.24999999999999997
4	0	1	3	6	7	5	2	354	9	435	15	21	8	11	10	12	40	87	19	0.1	1.0	0.18181818181818182
0	1	9	2	3	10	6	5	8	7	17	4	13	11	15	18	25	170	14	24	0.05	0.5	0.09090909090909091
2	0	1	3	6	5	9	4	10	8	7	113	15	11	17	16	13	12	22	18	0.05	1.0	0.09523809523809523
