Topic=100,Sim=20,Rec=10,Both,tagRecommended,test1,11.0745%,41.00333333333373%,0.16848597444223531
Topic=100,Sim=20,Rec=10,Both,tagRecommended,test2,11.2645%,41.3751666666672%,0.17114282217783292
Topic=100,Sim=20,Rec=10,Just Body,tagRecommended,test1,10.026%,36.73091666666696%,0.15220000957376556
Topic=100,Sim=20,Rec=10,Just Body,tagRecommended,test2,10.0165%,36.61958333333368%,0.15196222943723492
Topic=100,Sim=20,Rec=10,Just Title,tagRecommended,test1,6.844%,25.83524999999948%,0.10446427072926999
Topic=100,Sim=20,Rec=10,Just Title,tagRecommended,test2,6.8755%,25.72083333333281%,0.10484597069597053
Topic=200,Sim=20,Rec=10,Both,tagRecommended,test1,11.8315%,43.421000000000475%,0.17965892274393705
Topic=200,Sim=20,Rec=10,Both,tagRecommended,test2,11.8215%,43.35033333333389%,0.1795584632034778
Topic=300,Sim=20,Rec=10,Both,tagRecommended,test1,12.185%,44.46033333333377%,0.1849862500000155
Topic=300,Sim=20,Rec=10,Both,tagRecommended,test2,11.8975%,43.76883333333379%,0.1808827039627179
Topic=300,Sim=20,Rec=20,Both,tagRecommended,test,6.83625%,49.58616666666691%,0.11768902390365041
Topic=300,Sim=30,Rec=10,Both,tagRecommended,test,12.6355%,46.37766666666713%,0.1920222177822345
Topic=300,Sim=30,Rec=20,Both,tagRecommended,test,7.13875%,51.64216666666681%,0.1228660683229999
Topic=300,Sim=40,Rec=10,Both,tagRecommended,test,12.919%,47.31675000000056%,0.19624558275060042
Topic=300,Sim=40,Rec=20,Both,tagRecommended,test,7.3935%,53.43641666666672%,0.127236400244702
Topic=300,Sim=50,Rec=10,Both,tagRecommended,test,13.0905%,47.95375000000045%,0.19884818514820346
Topic=300,Sim=50,Rec=20,Both,tagRecommended,test,7.5875%,54.83391666666666%,0.13057285987203168
Topic=400,Sim=20,Rec=10,Both,tagRecommended,test,12.126%,44.622250000000435%,0.18430742424243976
Topic=400,Sim=20,Rec=20,Both,tagRecommended,test,6.91475%,50.37333333333352%,0.11907190555822846
Topic=400,Sim=30,Rec=10,Both,tagRecommended,test,12.802%,47.044916666667085%,0.19454888111889992
Topic=400,Sim=30,Rec=20,Both,tagRecommended,test,7.21475%,52.475666666666825%,0.12422518024006893
Topic=400,Sim=40,Rec=10,Both,tagRecommended,test,13.124%,48.14383333333364%,0.19939750374627402
Topic=400,Sim=40,Rec=20,Both,tagRecommended,test,7.48675%,54.28999999999998%,0.12887243075766777
Topic=400,Sim=50,Rec=10,Both,KL,tagRecommended,test,13.4495%,49.13775000000016%,0.2042661438561642
Topic=400,Sim=50,Rec=10,Both,tagRecommended,test,13.264%,48.66950000000021%,0.20153460997338093
Topic=400,Sim=50,Rec=20,Both,KL,tagRecommended,test,7.80225%,56.241249999999766%,0.13426007952194557
Topic=400,Sim=50,Rec=20,Both,tagRecommended,test,7.6925%,55.67408333333317%,0.13238999919647487
Topic=500,Sim=20,Rec=10,Both,tagRecommended,test,12.0225%,44.09958333333357%,0.18261224400600828
Topic=500,Sim=20,Rec=20,Both,tagRecommended,test,6.872%,49.87050000000011%,0.11828713913624453
Topic=500,Sim=30,Rec=10,Both,tagRecommended,test,12.731%,46.63583333333362%,0.19331499125875845
Topic=500,Sim=30,Rec=20,Both,tagRecommended,test,7.1755%,51.95066666666676%,0.12348246802474794
Topic=500,Sim=40,Rec=10,Both,tagRecommended,test,12.9745%,47.49683333333368%,0.19700766358643113
Topic=500,Sim=40,Rec=20,Both,tagRecommended,test,7.416%,53.55816666666674%,0.12759158246103655
Topic=500,Sim=50,Rec=10,Both,tagRecommended,test,13.1495%,48.13566666666703%,0.19965761696638534
Topic=500,Sim=50,Rec=20,Both,tagRecommended,test,7.6265%,55.007583333333265%,0.1311968705280426
Topic=600,Sim=20,Rec=10,Both,tagRecommended,test,11.9025%,43.45233333333371%,0.18072926198802505
Topic=600,Sim=20,Rec=20,Both,tagRecommended,test,6.8125%,49.09350000000018%,0.11720783008297833
Topic=600,Sim=30,Rec=10,Both,tagRecommended,test,12.6855%,46.1290833333338%,0.19247914460541085
Topic=600,Sim=30,Rec=20,Both,tagRecommended,test,7.132%,51.35283333333351%,0.12269439157945353
Topic=600,Sim=40,Rec=10,Both,tagRecommended,test,12.991%,47.31350000000043%,0.19716271270398006
Topic=600,Sim=40,Rec=20,Both,tagRecommended,test,7.38325%,53.179333333333346%,0.1270235451649987
Topic=600,Sim=50,Rec=10,Both,KL,tagRecommended,test,13.5665%,49.327000000000204%,0.2058673563936252
Topic=600,Sim=50,Rec=10,Both,tagRecommended,test,13.152%,47.90433333333372%,0.19963640567767352
Topic=600,Sim=50,Rec=20,Both,KL,tagRecommended,test,7.814%,56.22224999999994%,0.13441534506799344
Topic=600,Sim=50,Rec=20,Both,tagRecommended,test,7.57825%,54.50699999999993%,0.13035799971045375
